time,Pressure,Flow ,event,evenеt title
1530063850,60.85,0,0,
1530063858,61.15,0,0,
1530063866,61.31,0,0,
1530063874,61.36,0,0,
1530063882,60.85,0,0,
1530063890,60.91,0,0,
1530063898,61.48,0,0,
1530063906,60.57,0,0,
1530063914,60.86,0,0,
1530063922,61.2,0,0,
1530063930,61.17,0,0,
1530063938,61.47,0,0,
1530063946,61.16,0,0,
1530063954,61.29,0,0,
1530063962,61.22,0,0,
1530063970,60.71,0,0,
1530063978,60.93,0,0,
1530063986,61.43,0,0,
1530063994,60.57,0,0,
1530064002,60.54,0,0,
1530064010,61.36,0,0,
1530064018,60.88,0,0,
1530064026,61.4,0,0,
1530064034,60.77,0,0,
1530064042,61.24,0,0,
1530064050,61.22,0,0,
1530064058,60.6,0,0,
1530064066,60.69,0,0,
1530064074,61.15,0,0,
1530064082,60.77,0,0,
1530064090,61.32,0,0,
1530064098,61.36,0,0,
1530064106,61.22,0,0,
1530064114,60.77,0,0,
1530064122,61.28,0,0,
1530064130,60.51,0,0,
1530064138,60.85,0,0,
1530064146,60.85,0,0,
1530064154,60.54,0,0,
1530064162,60.77,0,0,
1530064170,61.01,0,0,
1530064178,60.99,0,0,
1530064186,61.21,0,0,
1530064194,60.6,0,0,
1530064202,60.86,0,0,
1530064210,60.81,0,0,
1530064218,60.64,0,0,
1530064226,61.17,0,0,
1530064234,61.25,0,0,
1530064242,60.72,0,0,
1530064250,61.07,0,0,
1530064258,60.69,0,0,
1530064266,61.42,0,0,
1530064274,61.08,0,0,
1530064282,60.67,0,0,
1530064290,61.01,0,0,
1530064298,60.6,0,0,
1530064306,60.96,0,0,
1530064314,60.75,0,0,
1530064322,61.3,0,0,
1530064330,60.93,0,0,
1530064338,61.33,0,0,
1530064346,60.84,0,0,
1530064354,60.83,0,0,
1530064362,60.64,0,0,
1530064370,60.86,0,0,
1530064378,61.08,0,0,
1530064386,60.57,0,0,
1530064394,60.54,0,0,
1530064402,60.81,0,0,
1530064410,60.52,0,0,
1530064418,60.76,0,0,
1530064426,60.69,0,0,
1530064434,61.4,0,0,
1530064442,61.31,0,0,
1530064450,61.46,0,0,
1530064458,60.52,0,0,
1530064466,60.88,0,0,
1530064474,61.38,0,0,
1530064482,60.58,0,0,
1530064490,61.16,0,0,
1530064498,60.67,0,0,
1530064506,60.71,0,0,
1530064514,61.29,0,0,
1530064522,60.67,0,0,
1530064530,60.53,0,0,
1530064538,60.55,0,0,
1530064546,60.88,0,0,
1530064554,61.31,0,0,
1530064562,60.68,0,0,
1530064570,60.84,0,0,
1530064578,61,0,0,
1530064586,61.35,0,0,
1530064594,61.08,0,0,
1530064602,60.9,0,0,
1530403558,60.7,0.65,1,Sink Tap
1530403566,56.24,1.21,1,Sink Tap
1530403574,56,0.64,1,Sink Tap
1530403582,59.18,0.33,1,Sink Tap
1530403590,60.09,0.93,1,Sink Tap
1530403598,59.03,1.63,1,Sink Tap
1530403606,59.56,1.08,1,Sink Tap
1530403614,59.31,0.25,1,Sink Tap
1530403622,58.97,0.92,1,Sink Tap
1530403630,59.22,1.14,1,Sink Tap
1530403638,59.61,1.81,1,Sink Tap
1530403646,59.09,0.86,1,Sink Tap
1530403654,59.28,1.35,1,Sink Tap
1530403662,59.86,0.44,1,Sink Tap
1530403670,60.01,1.42,1,Sink Tap
1530403678,60.28,1.54,1,Sink Tap
1530403686,59.55,1.19,1,Sink Tap
1530403694,59.25,0.39,1,Sink Tap
1530403702,59.1,0.58,1,Sink Tap
1530403710,59.07,0.98,1,Sink Tap
1530403718,59.35,1.96,1,Sink Tap
1530403726,59.94,1.04,1,Sink Tap
1530403734,59.19,0.68,1,Sink Tap
1530403742,59.75,1.09,1,Sink Tap
1530403750,59.1,1.98,1,Sink Tap
1530403758,59.63,0.51,1,Sink Tap
1530403766,59.06,1.92,1,Sink Tap
1530403774,59.91,0.42,1,Sink Tap
1530403782,59.15,1.56,1,Sink Tap
1530403790,59.25,0.81,1,Sink Tap
1530403798,59.8,0.25,1,Sink Tap
1530403806,58.83,0.29,1,Sink Tap
1530403814,59.05,0.6,1,Sink Tap
1530403822,59.6,0.55,1,Sink Tap
1530403830,59.91,1.78,1,Sink Tap
1530403838,59.88,0.62,1,Sink Tap
1530403846,59.93,1.03,1,Sink Tap
1530403854,59.12,1.42,1,Sink Tap
1530403862,59.36,0.63,1,Sink Tap
1530403870,59.57,1.44,1,Sink Tap
1530403878,59.33,0.33,1,Sink Tap
1530403886,59.43,1.29,1,Sink Tap
1530403894,59.13,1.16,1,Sink Tap
1530403902,59.75,1.22,1,Sink Tap
1530403910,59.97,1.36,1,Sink Tap
1530403918,59.4,0.7,1,Sink Tap
1530064978,61.32,0,0,
1530064986,61.35,0,0,
1530064994,60.94,0,0,
1530065002,60.77,0,0,
1530065010,61.14,0,0,
1530065018,60.77,0,0,
1530065026,60.75,0,0,
1530065034,60.91,0,0,
1530065042,61.45,0,0,
1530065050,60.96,0,0,
1530065058,60.64,0,0,
1530065066,61.42,0,0,
1530065074,61.45,0,0,
1530065082,60.72,0,0,
1530065090,61.18,0,0,
1530065098,60.68,0,0,
1530065106,61.33,0,0,
1530065114,61.11,0,0,
1530065122,61.31,0,0,
1530065130,60.68,0,0,
1530065138,60.98,0,0,
1530065146,61.15,0,0,
1530065154,61.31,0,0,
1530065162,61.2,0,0,
1530065170,60.96,0,0,
1530065178,60.71,0,0,
1530065186,60.96,0,0,
1530065194,61.34,0.59,1,Sink Tap
1530065202,56.62,1.12,1,Sink Tap
1530065210,56.19,0.58,1,Sink Tap
1530065218,59.82,0.75,1,Sink Tap
1530065226,59.92,1.99,1,Sink Tap
1530065234,61.22,0,0,
1530065242,62.79,0,0,
1530065250,59.38,0,0,
1530065258,61.94,0,0,
1530065266,60.68,0,0,
1530065274,60.79,0,0,
1530065282,61.21,0,0,
1530065290,60.45,0,0,
1530065298,61.3,0,0,
1530065306,60.5,0,0,
1530065314,61.28,0,0,
1530065322,61.2,0,0,
1530065330,61.41,0,0,
1530065338,60.58,0,0,
1530065346,60.84,0,0,
1530065354,61.47,0,0,
1530065362,60.86,0,0,
1530065370,60.98,0,0,
1530065378,60.85,0,0,
1530065386,61.48,0,0,
1530065394,61.06,0,0,
1530065402,61.44,0,0,
1530065410,60.63,0,0,
1530065418,61.25,0,0,
1530065426,60.84,0,0,
1530065434,60.67,0,0,
1530065442,60.67,0,0,
1530065450,61.44,0,0,
1530065458,61.23,0,0,
1530065466,61.43,0,0,
1530065474,60.58,0,0,
1530065482,60.67,0,0,
1530065490,61.29,0,0,
1530065498,60.63,0,0,
1530065506,60.65,0,0,
1530065514,61.19,0,0,
1530065522,60.64,0,0,
1530065530,60.6,0,0,
1530065538,60.7,0,0,
1530065546,61.07,0,0,
1530065554,61.41,0,0,
1530065562,61.13,0,0,
1530065570,61.36,0,0,
1530403558,60.7,0.65,1,Sink Tap
1530403566,56.24,1.21,1,Sink Tap
1530403574,56,0.64,1,Sink Tap
1530403582,59.18,0.33,1,Sink Tap
1530403590,60.09,0.93,1,Sink Tap
1530403598,59.03,1.63,1,Sink Tap
1530403606,59.56,1.08,1,Sink Tap
1530403614,59.31,0.25,1,Sink Tap
1530403622,58.97,0.92,1,Sink Tap
1530403630,59.22,1.14,1,Sink Tap
1530403638,59.61,1.81,1,Sink Tap
1530403646,59.09,0.86,1,Sink Tap
1530403654,59.28,1.35,1,Sink Tap
1530403662,59.86,0.44,1,Sink Tap
1530403670,60.01,1.42,1,Sink Tap
1530403678,60.28,1.54,1,Sink Tap
1530403686,59.55,1.19,1,Sink Tap
1530403694,59.25,0.39,1,Sink Tap
1530403702,59.1,0.58,1,Sink Tap
1530403710,59.07,0.98,1,Sink Tap
1530403718,59.35,1.96,1,Sink Tap
1530403726,59.94,1.04,1,Sink Tap
1530403734,59.19,0.68,1,Sink Tap
1530403742,59.75,1.09,1,Sink Tap
1530403750,59.1,1.98,1,Sink Tap
1530403758,59.63,0.51,1,Sink Tap
1530403766,59.06,1.92,1,Sink Tap
1530403774,59.91,0.42,1,Sink Tap
1530403782,59.15,1.56,1,Sink Tap
1530403790,59.25,0.81,1,Sink Tap
1530403798,59.8,0.25,1,Sink Tap
1530403806,58.83,0.29,1,Sink Tap
1530403814,59.05,0.6,1,Sink Tap
1530403822,59.6,0.55,1,Sink Tap
1530403830,59.91,1.78,1,Sink Tap
1530403838,59.88,0.62,1,Sink Tap
1530403846,59.93,1.03,1,Sink Tap
1530403854,59.12,1.42,1,Sink Tap
1530403862,59.36,0.63,1,Sink Tap
1530403870,59.57,1.44,1,Sink Tap
1530403878,59.33,0.33,1,Sink Tap
1530403886,59.43,1.29,1,Sink Tap
1530403894,59.13,1.16,1,Sink Tap
1530403902,59.75,1.22,1,Sink Tap
1530403910,59.97,1.36,1,Sink Tap
1530403918,59.4,0.7,1,Sink Tap
1530065946,61.29,0,0,
1530065954,60.89,0,0,
1530065962,60.6,0,0,
1530065970,60.54,0,0,
1530065978,61.44,0,0,
1530065986,61.15,0,0,
1530065994,61.34,0,0,
1530066002,61.18,0,0,
1530066010,61.23,0,0,
1530066018,61.37,0,0,
1530066026,61.47,0,0,
1530066034,60.93,0,0,
1530066042,60.95,0,0,
1530066050,61.09,0,0,
1530066058,60.95,0,0,
1530066066,60.5,0,0,
1530066074,60.86,0,0,
1530066082,60.75,0,0,
1530066090,60.6,0,0,
1530066098,61.33,0,0,
1530066106,60.63,0,0,
1530066114,60.55,0,0,
1530066122,60.96,0,0,
1530066130,61.09,0,0,
1530066138,61.43,0,0,
1530066146,61.32,0,0,
1530066154,61.1,0,0,
1530066162,60.96,0,0,
1530066170,61.19,0,0,
1530066178,61.01,0,0,
1530066186,60.9,0,0,
1530066194,61.06,0,0,
1530066202,60.86,0,0,
1530066210,61.27,0,0,
1530066218,60.63,0,0,
1530066226,60.7,0,0,
1530066234,61.01,0,0,
1530066242,61.28,0,0,
1530066250,60.59,0,0,
1530066258,60.65,0,0,
1530066266,61.14,0,0,
1530066274,61.18,0,0,
1530066282,61.23,0,0,
1530066290,61.3,0,0,
1530066298,61.39,0,0,
1530066306,60.57,0,0,
1530066314,60.92,0,0,
1530066322,61.1,0,0,
1530066330,60.69,0,0,
1530066338,60.75,0,0,
1530066346,60.9,0,0,
1530066354,61,0,0,
1530066362,61.31,0,0,
1530066370,61.29,0,0,
1530066378,61.32,0,0,
1530066386,60.63,0,0,
1530066394,61.42,0,0,
1530066402,60.59,0,0,
1530066410,61.03,0,0,
1530066418,61.25,0,0,
1530066426,61.31,0,0,
1530066434,61.39,0,0,
1530066442,60.93,0,0,
1530066450,61.34,0,0,
1530066458,60.5,0,0,
1530066466,61.11,0,0,
1530066474,60.73,0,0,
1530066482,60.52,0,0,
1530066490,61.44,0,0,
1530066498,61.12,0,0,
1530066506,60.71,0,0,
1530066514,61.42,0,0,
1530066522,60.51,0,0,
1530066530,60.92,0,0,
1530066538,60.51,0,0,
1530066546,60.93,0,0,
1530066554,60.61,0,0,
1530066562,60.64,0,0,
1530066570,61.35,0,0,
1530066578,60.87,0,0,
1530066586,60.89,0,0,
1530066594,60.66,0,0,
1530066602,61.39,0,0,
1530066610,60.59,0,0,
1530066618,61.19,0,0,
1530066626,60.6,0,0,
1530066634,61.22,0,0,
1530066642,60.82,0,0,
1530066650,61.28,0,0,
1530066658,61.19,0,0,
1530066666,60.84,0,0,
1530066674,60.6,0,0,
1530066682,60.67,0,0,
1530066690,60.68,0,0,
1530066698,60.72,0,0,
1530066706,60.91,0,0,
1530066714,60.68,0,0,
1530066722,60.9,0,0,
1530066730,60.99,0,0,
1530066738,61.26,0,0,
1530066746,60.67,0,0,
1530066754,61.39,0,0,
1530066762,60.92,0,0,
1530066770,60.51,0,0,
1530066778,60.58,0,0,
1530066786,60.74,0,0,
1530066794,60.93,0,0,
1530066802,61.34,0,0,
1530066810,60.64,0,0,
1530066818,61.07,0,0,
1530066826,60.6,0,0,
1530066834,61.28,0,0,
1530066842,60.91,0,0,
1530066850,61.11,0,0,
1530066858,61.37,0,0,
1530066866,60.6,0,0,
1530066874,60.61,0,0,
1530066882,60.9,0,0,
1530066890,60.7,0,0,
1530066898,61.49,0,0,
1530066906,60.95,0,0,
1530066914,61.44,0,0,
1530066922,60.86,0,0,
1530066930,61.06,0,0,
1530066938,61.36,0,0,
1530066946,60.99,0,0,
1530066954,60.52,0,0,
1530066962,60.52,0,0,
1530066970,61.08,0,0,
1530066978,61.23,0,0,
1530066986,61.47,0,0,
1530066994,60.72,0,0,
1530067002,61.03,0,0,
1530067010,60.9,0,0,
1530067018,60.72,0,0,
1530067026,61.33,0,0,
1530067034,60.76,0,0,
1530067042,60.96,0,0,
1530067050,61.02,0,0,
1530067058,60.66,0,0,
1530067066,61.43,0,0,
1530067074,60.75,0,0,
1530067082,61.06,0,0,
1530067090,60.98,0,0,
1530067098,60.94,0,0,
1530067106,60.95,0,0,
1530067114,60.74,0,0,
1530067122,60.68,0,0,
1530067130,60.8,0,0,
1530067138,61.25,0,0,
1530067146,61.34,0,0,
1530067154,60.69,0,0,
1530067162,61.5,0,0,
1530067170,61.11,0,0,
1530067178,60.72,0,0,
1530067186,61.32,0,0,
1530067194,60.82,0,0,
1530067202,60.98,0,0,
1530067210,60.72,0,0,
1530067218,60.54,0,0,
1530067226,61.48,0,0,
1530067234,61.03,0,0,
1530067242,60.88,0,0,
1530067250,61.11,0,0,
1530067258,60.74,0,0,
1530067266,61.19,0,0,
1530067274,60.68,0,0,
1530067282,61.03,0,0,
1530067290,60.62,0,0,
1530067298,60.94,0,0,
1530067306,61.35,0,0,
1530067314,60.77,0,0,
1530067322,61.46,0,0,
1530067330,60.66,0,0,
1530067338,61.43,0,0,
1530067346,60.63,0,0,
1530067354,60.64,0,0,
1530067362,60.83,0,0,
1530067370,60.95,0,0,
1530067378,60.74,0,0,
1530067386,61.41,0,0,
1530067394,60.68,0,0,
1530067402,60.66,0,0,
1530067410,60.66,0,0,
1530067418,60.85,0,0,
1530067426,60.82,0,0,
1530067434,60.88,0,0,
1530067442,61.29,0,0,
1530067450,61.29,0,0,
1530067458,61.24,0,0,
1530067466,60.77,0,0,
1530067474,60.98,0,0,
1530067482,61.21,0,0,
1530067490,61.06,0,0,
1530067498,60.92,0,0,
1530067506,61.04,0,0,
1530067514,61.23,0,0,
1530067522,61.37,0,0,
1530067530,61.24,0,0,
1530067538,60.94,0,0,
1530067546,61.43,0,0,
1530067554,60.94,0,0,
1530067562,61.28,0,0,
1530067570,61.02,0,0,
1530067578,60.9,0,0,
1530067586,61.22,0,0,
1530067594,60.55,0,0,
1530067602,60.57,0,0,
1530067610,60.67,0,0,
1530067618,61.28,0,0,
1530067626,60.59,0,0,
1530067634,61.27,0,0,
1530067642,61.38,0,0,
1530067650,61.5,0,0,
1530067658,61.11,0,0,
1530067666,61.12,0,0,
1530067674,60.8,0,0,
1530067682,60.84,0,0,
1530067690,60.53,0,0,
1530067698,61.17,0,0,
1530067706,61.38,0,0,
1530067714,61.42,0,0,
1530067722,60.96,0,0,
1530067730,61.33,0,0,
1530067738,60.82,0,0,
1530067746,61.36,0,0,
1530067754,61.38,0,0,
1530067762,61.19,0,0,
1530067770,60.82,0,0,
1530067778,61.47,0,0,
1530067786,60.61,0,0,
1530067794,60.6,0,0,
1530067802,60.91,0,0,
1530067810,61.29,0,0,
1530067818,61.39,0,0,
1530067826,61.06,0,0,
1530067834,60.92,0,0,
1530067842,60.61,0,0,
1530067850,61.18,0,0,
1530067858,61.18,0,0,
1530067866,60.79,0,0,
1530067874,61.18,0,0,
1530067882,60.9,0,0,
1530067890,60.52,0,0,
1530067898,61.17,0,0,
1530067906,60.63,0,0,
1530067914,61.03,0,0,
1530067922,60.76,0,0,
1530067930,61.09,0,0,
1530067938,61.08,0,0,
1530067946,60.57,0,0,
1530067954,61.25,0,0,
1530067962,60.79,0,0,
1530067970,60.94,0,0,
1530067978,61.37,0,0,
1530067986,60.76,0,0,
1530067994,61.2,0,0,
1530068002,61.19,0,0,
1530068010,61.1,0,0,
1530068018,61.28,0,0,
1530068026,61.1,0,0,
1530068034,60.77,0,0,
1530068042,60.7,0,0,
1530068050,61.3,0,0,
1530068058,61.45,0,0,
1530068066,60.98,0,0,
1530068074,60.88,0,0,
1530068082,60.51,0,0,
1530068090,60.61,0,0,
1530068098,60.92,0,0,
1530068106,61.42,0,0,
1530068114,60.99,0,0,
1530068122,60.51,0,0,
1530068130,60.58,0,0,
1530068138,60.77,0,0,
1530068146,60.82,0,0,
1530068154,60.83,0,0,
1530068162,61.18,0,0,
1530068170,60.72,0,0,
1530068178,60.95,0,0,
1530068186,61.32,0,0,
1530068194,60.63,0,0,
1530068202,61.26,0,0,
1530068210,61.29,0,0,
1530068218,61.06,0,0,
1530068226,61.23,0,0,
1530068234,61.09,0,0,
1530068242,61.02,0,0,
1530068250,60.73,0,0,
1530068258,60.72,0,0,
1530068266,61.07,0,0,
1530068274,60.88,0,0,
1530068282,61.03,0,0,
1530068290,61.21,0,0,
1530068298,60.91,0,0,
1530068306,60.69,0,0,
1530068314,60.69,0,0,
1530068322,60.86,0,0,
1530068330,60.84,0,0,
1530068338,61.03,0,0,
1530068346,60.66,0,0,
1530068354,60.86,0,0,
1530068362,61.06,0,0,
1530068370,60.98,0,0,
1530068378,60.77,0,0,
1530068386,61.31,0,0,
1530068394,60.69,0,0,
1530068402,61.07,0,0,
1530068410,61.37,0,0,
1530068418,60.51,0,0,
1530068426,61.06,0,0,
1530068434,61.41,0,0,
1530068442,60.96,0,0,
1530068450,61.09,0,0,
1530068458,60.86,0,0,
1530068466,60.79,0,0,
1530068474,61.32,0,0,
1530068482,60.91,0,0,
1530068490,61.23,0,0,
1530068498,61.32,0,0,
1530068506,61.34,0,0,
1530068514,60.69,0,0,
1530068522,61.44,0,0,
1530068530,61.16,0,0,
1530068538,61.48,0,0,
1530068546,61.37,0,0,
1530068554,60.91,0,0,
1530068562,60.53,0,0,
1530068570,61.49,0,0,
1530068578,60.85,0,0,
1530068586,61.46,0,0,
1530068594,60.65,0,0,
1530068602,60.99,0,0,
1530068610,60.56,0,0,
1530068618,61.33,0,0,
1530068626,61.5,0,0,
1530068634,61.28,0,0,
1530068642,61.12,0,0,
1530068650,61.33,0,0,
1530364062,60.58,0.61,1,Sink Tap
1530364070,56.3,1.42,1,Sink Tap
1530364078,56.17,1.25,1,Sink Tap
1530364086,59.85,0.63,1,Sink Tap
1530364094,59.7,1.26,1,Sink Tap
1530364102,59.24,1.41,1,Sink Tap
1530364110,59.99,0.33,1,Sink Tap
1530364118,59.14,0.49,1,Sink Tap
1530364126,58.76,1.37,1,Sink Tap
1530364134,60.13,0.58,1,Sink Tap
1530364142,59.54,1.25,1,Sink Tap
1530364150,59.07,0.44,1,Sink Tap
1530364158,59.52,0.67,1,Sink Tap
1530364166,59.67,0.69,1,Sink Tap
1530364174,59.17,1.65,1,Sink Tap
1530364182,59.26,1.99,1,Sink Tap
1530364190,59.77,0.37,1,Sink Tap
1530364198,59.81,0.59,1,Sink Tap
1530364206,59.97,0.56,1,Sink Tap
1530364214,59.76,0.6,1,Sink Tap
1530364222,59.72,1.46,1,Sink Tap
